Aasta;Kvartal;Maakond;Hoone_liik;Korteriomanditeginute_Arv;Keskmine_m2;Kokku_tehinguhind;Minimaalne_tehingusumma;Maksimaalne_tehingsumma;Minimaalne_pinnaühikuhind;Maksimaalne_pinnaühikuhind;Mediaan_pinnaühikuhind;Keskmine_pinnaühikuhind;Standardhälve_pinnaühikuhind
2021;II;Saare maakond;koretr_55_69.99;18.00;62.00;1275200.00;1800.00;169000.00;30.77;2761.44;1000.08;1142.92;664.70
2021;II;Saare maakond;koretr_70_249.99;16.00;99.60;1344000.00;12000.00;162000.00;143.20;1626.02;855.60;826.49;392.15
2021;II;Saare maakond;Elamu;41;122.30;4 537 606;6 000;690 000;72.03;2 171.34;703.95;805.38;578.31
2021;II;Saare maakond;Suvila;6;47.30;362 500;21 500;140 000;673.08;1 797.18;1 109.46;1 173.45;408.71
2021;II;Tartu maakond;koretr_10_29.99;70.00;21.30;2831494.00;1100.00;121200.00;95.65;4282.69;1902.77;1900.56;907.84
2021;II;Tartu maakond;koretr_30_40.99;138.00;36.00;9247633.00;1500.00;136245.00;37.88;4481.74;1807.23;1870.28;791.29
2021;II;Tartu maakond;koretr_41_54.99;272.00;47.90;20278703.00;2000.00;150000.00;47.51;3416.86;1634.33;1551.49;564.43
2021;II;Tartu maakond;koretr_55_69.99;208.00;62.40;19520796.00;10000.00;224900.00;158.48;3302.50;1455.60;1509.04;558.39
2021;II;Tartu maakond;koretr_70_249.99;231.00;92.00;34708746.00;5000.00;386733.00;35.01;3110.47;1631.24;1635.75;464.72
2021;II;Tartu maakond;Elamu;134;152.20;19 852 562;2 445;429 000;21.66;2 749.77;957.36;994.89;588.32
2021;II;Tartu maakond;Suvila;13;57.70;659 500;10 000;100 000;337.08;2 386.63;824.89;974.41;575.92
2021;II;Valga maakond;koretr_10_29.99;16.00;27.60;54300.00;500.00;12500.00;17.12;454.55;87.88;122.14;119.62
2021;II;Valga maakond;koretr_30_40.99;22.00;37.10;238750.00;2000.00;40000.00;50.13;1129.94;275.25;292.93;241.84
2021;II;Valga maakond;koretr_41_54.99;32.00;47.70;399209.00;10.00;35000.00;0.22;823.53;234.15;263.69;207.52
2021;II;Valga maakond;koretr_55_69.99;17.00;61.20;420400.00;4000.00;89900.00;69.08;1457.05;344.23;402.22;354.97
2021;II;Valga maakond;koretr_70_249.99;13.00;79.50;263288.00;1000.00;68000.00;12.94;845.77;109.89;258.28;295.32
2021;II;Valga maakond;Elamu;39;110.00;1 412 701;100;158 000;1.20;1 187.50;284.36;311.84;246.53
2021;II;Valga maakond;Suvila;8;52.40;153 300;3 000;48 000;84.63;2 513.09;298.72;554.71;809.90
2021;II;Viljandi maakond;koretr_10_29.99;12.00;19.90;174680.00;430.00;38000.00;39.45;1324.04;684.50;680.05;508.87
2021;II;Viljandi maakond;koretr_30_40.99;29.00;37.30;624960.00;1000.00;50000.00;28.01;1557.63;429.43;575.43;450.79
2021;II;Viljandi maakond;koretr_41_54.99;46.00;47.10;1314716.00;800.00;89500.00;15.87;1758.35;512.35;597.11;487.06
2021;II;Viljandi maakond;koretr_55_69.99;31.00;63.40;1277450.00;2500.00;117050.00;36.28;1896.27;666.09;653.19;565.39
2021;II;Viljandi maakond;koretr_70_249.99;24.00;85.50;1453100.00;2500.00;108000.00;32.30;1369.38;793.38;714.11;380.14
2021;II;Viljandi maakond;Elamu;64;129.30;3 091 500;500;266 500;5.71;1 625.99;233.43;377.00;359.96
2021;II;Viljandi maakond;Suvila;8;45.10;187 300;5 500;53 000;159.74;1 116.67;509.10;548.17;349.74
2021;II;Võru maakond;koretr_10_29.99;12.00;24.00;133400.00;100.00;32000.00;7.41;1114.98;339.98;410.15;385.27
2021;II;Võru maakond;koretr_30_40.99;25.00;36.70;456227.00;50.00;38000.00;1.26;1027.78;583.60;492.30;368.21
2021;II;Võru maakond;koretr_41_54.99;52.00;47.00;1089901.00;1.00;66500.00;0.02;1373.97;401.47;436.63;368.03
2021;II;Võru maakond;koretr_55_69.99;18.00;62.70;441200.00;600.00;64000.00;10.00;1050.90;471.58;389.51;309.52
2021;II;Võru maakond;koretr_70_249.99;16.00;76.20;556100.00;1000.00;81000.00;13.74;1115.70;493.25;466.44;288.39
2021;II;Võru maakond;Elamu;37;93.70;1 472 301;2 000;125 000;21.23;1 588.96;338.24;438.50;366.67
2021;II;Võru maakond;Suvila;8;32.50;127 300;2 500;29 000;87.21;1 169.35;649.30;577.56;351.64
2021;III;Harju maakond;koretr_10_29.99;294.00;21.40;14000572.00;3750.00;129000.00;140.74;5865.08;2312.50;2283.45;1092.43
2021;III;Harju maakond;koretr_30_40.99;571.00;35.50;44106231.00;1000.00;204000.00;24.81;5368.42;2103.66;2177.45;847.20
2021;III;Harju maakond;koretr_41_54.99;900.00;47.70;89771569.00;1750.00;306100.00;41.87;6443.25;1940.57;2090.98;858.96
2021;III;Harju maakond;koretr_55_69.99;735.00;62.80;96560483.00;3000.00;383900.00;53.86;6181.96;2011.58;2093.32;794.80
2021;III;Harju maakond;koretr_70_249.99;708.00;97.30;162695715.00;4697.00;935000.00;58.71;5852.82;2228.74;2379.74;866.93
2021;III;Harju maakond;Elamu;268;177.10;71 413 837;10 000;1 451 000;88.89;8 435.58;1 500.91;1 655.44;1 046.42
2021;III;Harju maakond;Muu;1;***;***;***;***;***;***;***;***;***
2021;III;Harju maakond;Suvila;157;63.30;13 529 250;6 500;385 000;103.29;12 087.54;1 386.26;1 658.93;1 461.52
2021;III;Hiiu maakond;koretr_41_54.99;2.00;***;***;***;***;***;***;***;***;***
2021;III;Hiiu maakond;koretr_55_69.99;8.00;60.00;253000.00;10000.00;51000.00;181.49;850.00;577.67;526.46;272.06
2021;III;Hiiu maakond;koretr_70_249.99;3.00;***;***;***;***;***;***;***;***;***
2021;III;Hiiu maakond;Elamu;10;115.90;720 400;22 000;179 000;226.10;1 524.70;552.95;661.01;436.51
2021;III;Hiiu maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2021;III;Ida-Viru maakond;koretr_10_29.99;100.00;27.10;766202.00;350.00;27000.00;12.50;1084.34;277.86;285.09;190.84
2021;III;Ida-Viru maakond;koretr_30_40.99;240.00;36.90;2366164.00;1.00;45800.00;0.03;1196.29;230.55;265.44;203.94
2021;III;Ida-Viru maakond;koretr_41_54.99;239.00;47.80;3161682.00;1.00;48500.00;0.02;1152.02;212.77;275.16;224.50
2021;III;Ida-Viru maakond;koretr_55_69.99;121.00;61.40;2853504.00;300.00;97000.00;4.39;1526.40;342.47;382.33;322.66
2021;III;Ida-Viru maakond;koretr_70_249.99;44.00;84.50;1558427.00;628.00;200000.00;8.02;1501.50;326.23;392.81;327.03
2021;III;Ida-Viru maakond;Elamu;78;137.70;4 962 600;3 000;359 000;14.00;4 354.35;339.14;479.49;560.01
2021;III;Ida-Viru maakond;Suvila;84;46.50;1 253 700;100;120 000;2.11;1 898.73;223.36;327.43;357.27
2021;III;Jõgeva maakond;koretr_10_29.99;5.00;24.70;40599.00;1000.00;12999.00;51.28;490.53;400.00;306.06;187.22
2021;III;Jõgeva maakond;koretr_30_40.99;19.00;36.80;333899.00;5000.00;32000.00;152.44;909.09;527.70;475.82;203.25
2021;III;Jõgeva maakond;koretr_41_54.99;42.00;46.70;581550.00;500.00;39000.00;10.37;806.79;231.45;297.91;240.49
2021;III;Jõgeva maakond;koretr_55_69.99;29.00;64.90;621900.00;400.00;45500.00;6.14;686.27;311.32;331.55;186.80
2021;III;Jõgeva maakond;koretr_70_249.99;10.00;82.70;239150.00;150.00;43000.00;1.94;554.12;311.42;293.26;187.89
2021;III;Jõgeva maakond;Elamu;50;142.00;1 957 982;3 000;171 000;7.74;992.06;301.87;338.21;262.12
2021;III;Jõgeva maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2021;III;Järva maakond;koretr_10_29.99;3.00;***;***;***;***;***;***;***;***;***
2021;III;Järva maakond;koretr_30_40.99;15.00;***;***;***;***;***;***;***;***;***
2021;III;Järva maakond;koretr_41_54.99;42.00;47.80;691010.00;257.00;39600.00;5.08;813.45;371.86;341.92;253.29
2021;III;Järva maakond;koretr_55_69.99;17.00;64.80;381977.00;1500.00;57000.00;22.59;974.36;248.90;350.22;272.44
2021;III;Järva maakond;koretr_70_249.99;15.00;81.20;325649.00;1500.00;57000.00;18.77;566.04;316.86;263.11;185.18
2021;III;Järva maakond;Elamu;42;149.20;2 132 700;9 000;136 000;49.26;1 021.63;382.91;410.08;266.13
2021;III;Järva maakond;Suvila;7;61.70;283 000;10 000;120 000;229.89;1 188.12;361.27;592.80;383.94
2021;III;Lääne maakond;koretr_10_29.99;6.00;21.30;71000.00;3800.00;30000.00;210.08;1019.42;288.13;513.23;386.97
2021;III;Lääne maakond;koretr_30_40.99;16.00;35.50;507750.00;1050.00;70000.00;34.65;1886.79;996.05;901.79;622.67
2021;III;Lääne maakond;koretr_41_54.99;43.00;47.90;1842503.00;498.00;140000.00;10.25;2760.08;931.50;895.14;744.92
2021;III;Lääne maakond;koretr_55_69.99;22.00;63.20;1011000.00;2000.00;139500.00;32.89;2198.95;665.50;736.58;600.95
2021;III;Lääne maakond;koretr_70_249.99;10.00;79.10;611500.00;5000.00;240000.00;64.94;2687.57;582.08;742.05;744.46
2021;III;Lääne maakond;Elamu;20;120.10;1 728 797;5 000;307 000;82.19;2 275.76;623.68;828.98;706.43
2021;III;Lääne maakond;Suvila;8;54.50;605 270;45 000;127 000;698.53;2 668.07;1 187.79;1 455.71;677.27
2021;III;Lääne-Viru maakond;koretr_10_29.99;24.00;24.30;323832.00;600.00;35000.00;20.55;1315.79;520.82;555.90;409.75
2021;III;Lääne-Viru maakond;koretr_30_40.99;71.00;36.60;1139456.00;1.00;69000.00;0.03;1906.08;354.43;440.38;394.01
2021;III;Lääne-Viru maakond;koretr_41_54.99;95.00;47.60;2020386.00;1.00;90000.00;0.02;1750.97;282.98;435.00;433.28
2021;III;Lääne-Viru maakond;koretr_55_69.99;56.00;62.20;1708599.00;200.00;90000.00;3.60;1444.62;387.59;489.93;370.19
2021;III;Lääne-Viru maakond;koretr_70_249.99;30.00;84.60;1445666.00;4000.00;170000.00;51.61;1566.76;402.80;538.81;464.89
2021;III;Lääne-Viru maakond;Elamu;72;145.60;3 369 185;1 500;185 000;14.33;1 550.39;337.60;431.06;353.10
2021;III;Lääne-Viru maakond;Suvila;4;***;***;***;***;***;***;***;***;***
2021;III;Põlva maakond;koretr_10_29.99;3.00;***;***;***;***;***;***;***;***;***
2021;III;Põlva maakond;koretr_30_40.99;9.00;***;***;***;***;***;***;***;***;***
2021;III;Põlva maakond;koretr_41_54.99;26.00;47.70;438900.00;300.00;42000.00;5.71;831.68;376.33;353.39;247.15
2021;III;Põlva maakond;koretr_55_69.99;24.00;64.60;621100.00;3000.00;76000.00;51.02;1210.19;344.21;399.96;294.61
2021;III;Põlva maakond;koretr_70_249.99;10.00;83.30;104500.00;4500.00;24000.00;36.00;316.62;112.16;134.31;94.57
2021;III;Põlva maakond;Elamu;25;112.70;1 111 130;1 000;175 000;2.14;1 609.94;336.73;471.43;414.01
2021;III;Põlva maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2021;III;Pärnu maakond;koretr_10_29.99;39.00;25.20;1241500.00;2000.00;88000.00;84.87;3055.56;1158.54;1236.94;821.39
2021;III;Pärnu maakond;koretr_30_40.99;81.00;36.00;3446899.00;1.00;106000.00;0.03;3233.33;1253.78;1176.85;733.66
2021;III;Pärnu maakond;koretr_41_54.99;138.00;47.90;8312447.00;750.00;249000.00;16.97;4690.15;1135.63;1246.53;921.08
2021;III;Pärnu maakond;koretr_55_69.99;108.00;61.60;7643071.00;100.00;172500.00;1.46;2976.83;1124.47;1149.60;716.52
2021;III;Pärnu maakond;koretr_70_249.99;64.00;95.10;8127700.00;4000.00;520000.00;38.28;4762.34;1278.14;1365.60;869.66
2021;III;Pärnu maakond;Elamu;106;148.50;11 154 202;1 285;400 000;4.76;2 445.60;734.30;783.61;531.00
2021;III;Pärnu maakond;Muu;1;***;***;***;***;***;***;***;***;***
2021;III;Pärnu maakond;Suvila;13;58.00;913 500;17 500;132 000;432.90;2 873.56;1 352.46;1 536.02;880.58
2021;III;Rapla maakond;koretr_10_29.99;5.00;24.70;55100.00;1500.00;28000.00;52.08;1029.41;367.52;436.57;361.89
2021;III;Rapla maakond;koretr_30_40.99;15.00;36.60;317000.00;5900.00;53000.00;189.10;1325.00;478.59;569.35;356.88
2021;III;Rapla maakond;koretr_41_54.99;45.00;46.80;1102500.00;100.00;70000.00;2.30;1323.25;420.56;513.17;418.26
2021;III;Rapla maakond;koretr_55_69.99;21.00;64.10;953400.00;2500.00;79000.00;42.81;1381.12;785.50;713.20;378.99
2021;III;Rapla maakond;koretr_70_249.99;19.00;85.10;869000.00;2000.00;129000.00;25.81;1277.23;369.17;512.58;442.21
2021;III;Rapla maakond;Elamu;42;157.00;3 473 203;2 000;237 000;3.91;2 859.48;569.99;660.48;561.53
2021;III;Rapla maakond;Suvila;21;56.60;960 600;1 500;122 000;24.75;1 666.67;876.83;845.16;393.68
2021;III;Saare maakond;koretr_10_29.99;3.00;***;***;***;***;***;***;***;***;***
2021;III;Saare maakond;koretr_30_40.99;14.00;36.40;499600.00;100.00;65000.00;2.59;1780.82;1221.65;971.61;599.61
2021;III;Saare maakond;koretr_41_54.99;18.00;46.80;802600.00;100.00;79000.00;2.33;1775.28;941.63;954.57;502.14
2021;III;Saare maakond;koretr_55_69.99;16.00;64.10;1117400.00;13000.00;117000.00;191.18;1896.84;1007.04;1097.09;411.08
2021;III;Saare maakond;koretr_70_249.99;13.00;***;***;***;***;***;***;***;***;***
2021;III;Saare maakond;Elamu;36;115.60;3 083 700;7 500;238 000;43.13;1 621.62;757.22;758.95;421.27
2021;III;Saare maakond;Suvila;4;***;***;***;***;***;***;***;***;***
2021;III;Tartu maakond;koretr_10_29.99;84.00;22.90;3890585.00;5500.00;107400.00;399.31;5239.02;2011.56;2079.09;806.12
2021;III;Tartu maakond;koretr_30_40.99;155.00;35.20;10352800.00;3546.00;136390.00;94.56;4501.32;1856.29;1923.68;929.88
2021;III;Tartu maakond;koretr_41_54.99;275.00;47.50;20419531.00;2000.00;189000.00;38.17;3772.46;1642.18;1560.84;595.23
2021;III;Tartu maakond;koretr_55_69.99;208.00;63.40;20004164.00;5000.00;209287.00;74.29;3244.76;1567.05;1516.55;538.53
2021;III;Tartu maakond;koretr_70_249.99;217.00;89.60;32041345.00;6300.00;450000.00;41.97;3544.62;1691.18;1647.88;496.67
2021;III;Tartu maakond;Elamu;129;157.20;18 455 714;1 000;393 000;12.12;8 055.56;1 015.23;1 051.24;862.78
2021;III;Tartu maakond;Muu;1;***;***;***;***;***;***;***;***;***
2021;III;Tartu maakond;Suvila;15;88.30;1 069 000;15 000;150 000;172.61;2 597.40;766.13;1 020.14;778.63
2021;III;Valga maakond;koretr_10_29.99;19.00;24.30;402883.00;1600.00;49557.00;54.79;3489.86;341.87;1025.33;1205.03
2021;III;Valga maakond;koretr_30_40.99;28.00;36.90;380822.00;500.00;49556.00;13.97;1593.41;298.17;382.09;380.45
2021;III;Valga maakond;koretr_41_54.99;49.00;46.30;536975.00;1000.00;46750.00;19.49;1137.47;190.00;236.49;210.22
2021;III;Valga maakond;koretr_55_69.99;16.00;63.00;339200.00;3800.00;48000.00;54.99;706.92;357.09;337.46;156.86
2021;III;Valga maakond;koretr_70_249.99;12.00;80.20;379000.00;6000.00;64000.00;84.63;853.33;410.14;382.94;221.74
2021;III;Valga maakond;Elamu;36;138.30;1 079 150;1 000;200 000;9.52;1 086.96;228.97;311.95;276.02
2021;III;Valga maakond;Suvila;4;***;***;***;***;***;***;***;***;***
2021;III;Viljandi maakond;koretr_10_29.99;14.00;23.60;297950.00;1750.00;39000.00;61.95;1604.94;1123.07;932.78;539.40
2021;III;Viljandi maakond;koretr_30_40.99;21.00;35.90;397000.00;1000.00;45000.00;25.91;1172.11;340.91;513.97;414.57
2021;III;Viljandi maakond;koretr_41_54.99;68.00;47.40;1454846.00;1000.00;94500.00;19.76;1856.58;304.91;448.12;389.13
2021;III;Viljandi maakond;koretr_55_69.99;44.00;61.10;2141546.00;3478.00;115000.00;60.28;1842.55;835.58;793.19;483.19
2021;III;Viljandi maakond;koretr_70_249.99;28.00;83.20;1414187.00;3487.00;150000.00;48.10;1475.63;469.54;598.57;425.64
2021;III;Viljandi maakond;Elamu;62;148.90;4 151 700;1 000;307 000;11.10;2 610.97;317.09;478.88;482.57
2021;III;Viljandi maakond;Suvila;6;53.30;106 528;4 250;54 000;100.34;3 396.23;405.48;858.95;1 262.77
2021;III;Võru maakond;koretr_10_29.99;13.00;26.80;180600.00;700.00;34000.00;24.39;1192.98;656.93;503.93;434.65
2021;III;Võru maakond;koretr_30_40.99;23.00;36.90;527700.00;800.00;48500.00;21.33;1250.00;645.16;619.39;369.03
2021;III;Võru maakond;koretr_41_54.99;48.00;47.70;999960.00;400.00;69900.00;8.02;1412.12;332.24;432.65;390.28
2021;III;Võru maakond;koretr_55_69.99;31.00;61.30;1122296.00;1000.00;90000.00;17.21;1565.22;587.25;588.95;417.81
2021;III;Võru maakond;koretr_70_249.99;23.00;82.20;956400.00;1000.00;129900.00;14.27;1131.53;512.82;501.95;303.02
2021;III;Võru maakond;Elamu;37;103.80;2 246 900;500;225 000;7.06;1 783.26;485.44;580.81;458.41
2021;III;Võru maakond;Suvila;8;45.50;323 000;9 000;122 500;421.35;1 544.77;673.68;766.59;356.11
2021;IV;Harju maakond;koretr_10_29.99;289.00;21.90;15859014.00;6492.00;141980.00;261.77;9300.00;2530.86;2570.52;1178.28
2021;IV;Harju maakond;koretr_30_40.99;670.00;35.50;55640284.00;4700.00;232000.00;124.67;6946.11;2276.72;2335.24;893.39
2021;IV;Harju maakond;koretr_41_54.99;1258.00;47.40;134372614.00;1850.00;395200.00;42.37;7278.08;2171.82;2250.05;861.90
2021;IV;Harju maakond;koretr_55_69.99;973.00;62.60;135661906.00;4985.00;404900.00;86.25;6551.78;2164.03;2231.16;867.43
2021;IV;Harju maakond;koretr_70_249.99;1029.00;95.40;241808573.00;16617.00;856600.00;133.48;7810.27;2327.39;2475.50;888.01
2021;IV;Harju maakond;Elamu;232;187.60;67 137 496;6 391;1 800 000;29.16;11 589.40;1 653.64;1 779.73;1 244.62
2021;IV;Harju maakond;Muu;2;***;***;***;***;***;***;***;***;***
2021;IV;Harju maakond;Suvila;88;63.20;8 535 700;14 000;600 000;149.25;7 081.85;1 441.60;1 738.28;1 120.51
2021;IV;Hiiu maakond;koretr_30_40.99;1.00;***;***;***;***;***;***;***;***;***
2021;IV;Hiiu maakond;koretr_41_54.99;7.00;49.40;192100.00;6600.00;44000.00;123.13;1009.39;553.24;570.42;311.00
2021;IV;Hiiu maakond;koretr_55_69.99;5.00;65.10;132500.00;8000.00;41000.00;133.93;673.23;507.98;404.53;253.81
2021;IV;Hiiu maakond;koretr_70_249.99;1.00;***;***;***;***;***;***;***;***;***
2021;IV;Hiiu maakond;Elamu;7;173.80;801 500;22 000;312 500;298.85;1 872.47;630.43;896.46;600.36
2021;IV;Ida-Viru maakond;koretr_10_29.99;106.00;26.00;849500.00;1.00;21500.00;0.04;826.27;316.48;307.21;187.61
2021;IV;Ida-Viru maakond;koretr_30_40.99;287.00;36.10;2992580.00;1.00;42000.00;0.03;1176.47;233.77;286.55;236.10
2021;IV;Ida-Viru maakond;koretr_41_54.99;308.00;48.10;4452731.00;1.00;50000.00;0.02;1118.88;238.69;299.61;235.32
2021;IV;Ida-Viru maakond;koretr_55_69.99;160.00;61.20;3742641.00;1.00;114800.00;0.02;1788.16;337.96;382.10;315.48
2021;IV;Ida-Viru maakond;koretr_70_249.99;47.00;87.60;2483867.00;1.00;223000.00;0.01;1628.22;580.30;577.43;355.40
2021;IV;Ida-Viru maakond;Elamu;41;113.00;2 081 140;1 000;175 000;17.30;2 437.33;318.47;481.00;506.62
2021;IV;Ida-Viru maakond;Suvila;65;45.30;1 066 719;500;90 000;30.40;1 379.47;290.22;352.32;282.63
2021;IV;Jõgeva maakond;koretr_10_29.99;5.00;23.70;21366.00;3000.00;5000.00;120.48;319.49;167.99;191.43;76.83
2021;IV;Jõgeva maakond;koretr_30_40.99;23.00;36.40;275649.00;1000.00;27500.00;27.55;863.33;366.75;330.32;217.46
2021;IV;Jõgeva maakond;koretr_41_54.99;36.00;48.00;607807.00;1000.00;33000.00;20.49;698.20;317.70;350.68;211.76
2021;IV;Jõgeva maakond;koretr_55_69.99;35.00;63.00;758812.00;100.00;50000.00;1.48;806.45;358.21;343.37;220.16
2021;IV;Jõgeva maakond;koretr_70_249.99;22.00;82.50;407668.00;2500.00;46000.00;19.50;638.00;258.82;236.76;183.99
2021;IV;Jõgeva maakond;Elamu;49;139.00;1 934 000;1 000;119 000;10.28;1 313.73;304.51;338.42;253.99
2021;IV;Jõgeva maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2021;IV;Järva maakond;koretr_10_29.99;7.00;27.20;72500.00;500.00;30900.00;18.12;1072.92;88.61;372.23;459.76
2021;IV;Järva maakond;koretr_30_40.99;16.00;37.50;333400.00;5000.00;40000.00;134.05;1156.55;539.79;560.38;280.80
2021;IV;Järva maakond;koretr_41_54.99;49.00;47.50;1036707.00;257.00;53000.00;5.08;1053.68;512.66;442.99;288.61
2021;IV;Järva maakond;koretr_55_69.99;32.00;65.30;713700.00;850.00;59000.00;12.67;1024.31;296.74;352.37;300.85
2021;IV;Järva maakond;koretr_70_249.99;28.00;78.80;587800.00;700.00;96000.00;9.01;882.35;174.18;260.74;245.78
2021;IV;Järva maakond;Elamu;36;142.20;1 828 788;1 000;159 000;8.38;1 407.08;236.06;395.90;390.14
2021;IV;Järva maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2021;IV;Lääne maakond;koretr_10_29.99;9.00;20.80;208885.00;3000.00;72000.00;112.36;2790.70;1000.00;1121.89;802.52
2021;IV;Lääne maakond;koretr_30_40.99;23.00;35.80;793640.00;4600.00;63000.00;151.82;1764.71;1032.45;964.09;442.27
2021;IV;Lääne maakond;koretr_41_54.99;25.00;47.90;1423241.00;3000.00;138480.00;61.48;2885.00;1169.35;1195.33;758.20
2021;IV;Lääne maakond;koretr_55_69.99;20.00;63.90;953300.00;500.00;199800.00;7.53;3141.51;792.49;757.85;702.83
2021;IV;Lääne maakond;koretr_70_249.99;12.00;79.70;721400.00;5000.00;125000.00;64.27;1344.31;787.14;743.84;345.84
2021;IV;Lääne maakond;Elamu;17;108.10;1 493 500;13 500;440 000;109.72;3 744.68;675.68;935.11;1 100.41
2021;IV;Lääne maakond;Suvila;8;65.00;355 789;25 000;79 889;279.07;1 268.08;625.97;744.45;355.76
2021;IV;Lääne-Viru maakond;koretr_10_29.99;31.00;23.60;318688.00;500.00;31000.00;19.31;1925.68;306.12;437.96;413.65
2021;IV;Lääne-Viru maakond;koretr_30_40.99;72.00;36.30;1027431.00;500.00;56000.00;12.92;1443.30;207.19;383.82;409.03
2021;IV;Lääne-Viru maakond;koretr_41_54.99;101.00;47.20;2148590.00;100.00;75000.00;1.98;1484.02;349.79;444.26;378.90
2021;IV;Lääne-Viru maakond;koretr_55_69.99;64.00;63.40;2243655.00;1250.00;107500.00;20.53;1607.96;470.10;554.82;450.48
2021;IV;Lääne-Viru maakond;koretr_70_249.99;27.00;89.50;1666749.00;1250.00;179000.00;15.34;1840.23;484.47;656.55;475.30
2021;IV;Lääne-Viru maakond;Elamu;75;119.40;4 353 478;688;296 000;5.51;2 083.33;345.80;471.78;417.69
2021;IV;Lääne-Viru maakond;Suvila;10;49.80;335 200;2 200;120 000;188.68;2 068.97;562.97;619.13;563.59
2021;IV;Põlva maakond;koretr_10_29.99;3.00;***;***;***;***;***;***;***;***;***
2021;IV;Põlva maakond;koretr_30_40.99;7.00;***;***;***;***;***;***;***;***;***
2021;IV;Põlva maakond;koretr_41_54.99;24.00;47.70;487400.00;1000.00;93900.00;19.88;1778.41;333.02;421.58;373.18
2021;IV;Põlva maakond;koretr_55_69.99;14.00;61.70;349873.00;773.00;69000.00;13.28;1102.24;314.63;394.45;329.80
2021;IV;Põlva maakond;koretr_70_249.99;19.00;90.60;779120.00;3000.00;151031.00;33.44;1948.79;339.31;477.11;548.30
2021;IV;Põlva maakond;Elamu;20;93.90;1 096 200;9 600;140 000;103.69;1 479.92;564.49;617.38;399.15
2021;IV;Põlva maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2021;IV;Pärnu maakond;koretr_10_29.99;31.00;25.00;1126750.00;7500.00;75000.00;313.81;2508.36;1542.06;1422.17;614.44
2021;IV;Pärnu maakond;koretr_30_40.99;63.00;36.60;3136153.00;1.00;135000.00;0.03;3760.45;1353.85;1357.00;893.76
2021;IV;Pärnu maakond;koretr_41_54.99;177.00;47.80;10642516.00;1.00;180000.00;0.02;3805.50;1235.98;1255.79;873.61
2021;IV;Pärnu maakond;koretr_55_69.99;102.00;62.50;7604140.00;1000.00;315000.00;14.95;5232.56;1203.86;1205.31;940.24
2021;IV;Pärnu maakond;koretr_70_249.99;60.00;87.40;8110145.00;900.00;310000.00;11.51;4000.00;1418.75;1567.99;957.84
2021;IV;Pärnu maakond;Elamu;107;134.30;12 200 343;420;360 500;6.77;2 193.88;808.09;915.93;591.07
2021;IV;Pärnu maakond;Muu;1;***;***;***;***;***;***;***;***;***
2021;IV;Pärnu maakond;Suvila;13;44.50;1 004 000;12 000;280 000;480.00;7 000.00;833.33;2 072.79;2 086.21
2021;IV;Rapla maakond;koretr_10_29.99;7.00;25.20;110000.00;2000.00;51000.00;109.29;1717.17;206.61;575.93;603.05
2021;IV;Rapla maakond;koretr_30_40.99;17.00;36.80;435177.00;2876.00;66000.00;73.89;1654.14;616.97;683.37;434.83
2021;IV;Rapla maakond;koretr_41_54.99;33.00;46.50;869100.00;200.00;72000.00;4.30;1440.00;457.67;569.88;430.47
2021;IV;Rapla maakond;koretr_55_69.99;30.00;62.50;1015000.00;2000.00;82000.00;33.96;1325.50;456.40;539.74;375.30
2021;IV;Rapla maakond;koretr_70_249.99;17.00;85.90;1042690.00;3500.00;139000.00;46.48;1361.41;486.86;684.68;420.88
2021;IV;Rapla maakond;Elamu;56;140.70;6 214 890;1 000;340 000;15.82;2 508.96;803.60;876.42;626.57
2021;IV;Rapla maakond;Suvila;22;75.50;1 475 140;10 000;143 000;215.52;1 985.16;1 028.99;1 019.72;538.38
2021;IV;Saare maakond;koretr_10_29.99;7.00;25.00;200718.00;400.00;90000.00;19.23;3146.85;589.62;1051.69;1123.85
2021;IV;Saare maakond;koretr_30_40.99;11.00;35.80;400050.00;500.00;64000.00;12.89;1645.24;1123.60;1000.43;552.68
2021;IV;Saare maakond;koretr_41_54.99;29.00;47.30;1331400.00;800.00;91000.00;17.06;1940.30;1011.24;980.77;518.37
2021;IV;Saare maakond;koretr_55_69.99;20.00;64.00;1230000.00;12000.00;175000.00;207.97;2510.76;972.05;950.72;463.64
2021;IV;Saare maakond;koretr_70_249.99;12.00;88.10;1222970.00;23000.00;176100.00;299.48;1930.07;1163.92;1127.70;440.88
2021;IV;Saare maakond;Elamu;32;121.60;4 216 000;15 000;600 000;119.35;2 985.07;948.80;1 115.02;656.60
2021;IV;Saare maakond;Muu;1;***;***;***;***;***;***;***;***;***
2021;IV;Saare maakond;Suvila;7;71.70;627 500;12 000;198 000;320.86;1 939.28;1 062.50;1 158.84;492.05
2021;IV;Tartu maakond;koretr_10_29.99;72.00;23.00;3542922.00;1000.00;119900.00;38.31;5346.73;1981.44;2142.57;1177.47
2021;IV;Tartu maakond;koretr_30_40.99;138.00;34.80;9737311.00;2000.00;133940.00;48.90;4420.46;1970.87;2064.89;981.11
