Aasta;Kvartal;Maakond;Hoone_liik;Korteriomanditeginute_Arv;Keskmine_m2;Kokku_tehinguhind;Minimaalne_tehingusumma;Maksimaalne_tehingsumma;Minimaalne_pinnaühikuhind;Maksimaalne_pinnaühikuhind;Mediaan_pinnaühikuhind;Keskmine_pinnaühikuhind;Standardhälve_pinnaühikuhind
2018;III;Harju maakond;koretr_30_40.99;417.00;35.10;23425945.00;1750.00;150000.00;48.61;3856.04;1628.10;1597.52;584.42
2018;III;Harju maakond;koretr_41_54.99;832.00;47.50;64821863.00;2500.00;250000.00;54.95;4699.25;1605.60;1639.18;574.51
2018;III;Harju maakond;koretr_55_69.99;672.00;62.10;69478202.00;5000.00;236944.00;84.46;4261.58;1661.40;1670.39;579.05
2018;III;Harju maakond;koretr_70_249.99;711.00;95.40;121220241.00;25000.00;1050000.00;340.14;6428.57;1724.74;1798.49;574.45
2018;III;Harju maakond;Elamu;217;174.60;44 591 824;3 500;2 400 000;19.49;4 922.28;1 231.80;1 289.58;753.43
2018;III;Harju maakond;Muu;1;***;***;***;***;***;***;***;***;***
2018;III;Harju maakond;Suvila;116;51.90;6 603 425;3 000;202 500;66.87;5 769.23;1 056.71;1 335.35;1 020.02
2018;III;Hiiu maakond;koretr_30_40.99;2.00;***;***;***;***;***;***;***;***;***
2018;III;Hiiu maakond;koretr_55_69.99;3.00;***;***;***;***;***;***;***;***;***
2018;III;Hiiu maakond;koretr_70_249.99;1.00;***;***;***;***;***;***;***;***;***
2018;III;Hiiu maakond;Elamu;11;117.90;492 500;5 500;125 000;112.94;912.41;329.74;406.44;248.31
2018;III;Hiiu maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2018;III;Ida-Viru maakond;koretr_10_29.99;84.00;26.20;533081.00;1.00;16500.00;0.09;591.40;246.92;241.71;157.65
2018;III;Ida-Viru maakond;koretr_30_40.99;181.00;36.70;1333901.00;1.00;32000.00;0.03;798.00;149.75;198.67;159.39
2018;III;Ida-Viru maakond;koretr_41_54.99;206.00;47.80;2001784.00;143.00;36500.00;2.96;779.51;158.04;202.69;176.98
2018;III;Ida-Viru maakond;koretr_55_69.99;104.00;61.20;1912617.00;1.00;58500.00;0.01;994.90;254.99;299.84;235.24
2018;III;Ida-Viru maakond;koretr_70_249.99;40.00;81.10;1209850.00;870.00;120000.00;10.07;915.30;367.37;361.33;270.76
2018;III;Ida-Viru maakond;Elamu;49;110.80;1 797 700;500;200 000;2.32;1 376.15;278.21;373.58;337.38
2018;III;Ida-Viru maakond;Suvila;62;43.60;664 389;350;52 000;20.71;809.52;212.53;255.39;195.41
2018;III;Jõgeva maakond;koretr_10_29.99;5.00;20.80;22700.00;200.00;8000.00;7.12;701.75;206.90;271.16;259.41
2018;III;Jõgeva maakond;koretr_30_40.99;11.00;36.70;86100.00;1000.00;20000.00;32.68;493.83;207.79;212.19;136.43
2018;III;Jõgeva maakond;koretr_41_54.99;25.00;47.10;224032.00;82.00;24000.00;1.69;461.54;164.84;188.84;139.45
2018;III;Jõgeva maakond;koretr_55_69.99;30.00;62.90;424599.00;200.00;35000.00;3.31;540.96;236.62;223.07;144.17
2018;III;Jõgeva maakond;koretr_70_249.99;16.00;79.30;312200.00;1000.00;39900.00;12.74;517.51;250.73;246.08;124.56
2018;III;Jõgeva maakond;Elamu;26;140.70;658 811;2 700;80 000;23.62;851.97;150.96;220.84;193.22
2018;III;Jõgeva maakond;Suvila;1;***;***;***;***;***;***;***;***;***
2018;III;Järva maakond;koretr_10_29.99;4.00;***;***;***;***;***;***;***;***;***
2018;III;Järva maakond;koretr_30_40.99;16.00;37.20;172965.00;400.00;25565.00;12.42;633.85;269.91;290.17;213.28
2018;III;Järva maakond;koretr_41_54.99;27.00;47.20;291200.00;100.00;25000.00;2.30;498.01;230.77;225.96;174.69
2018;III;Järva maakond;koretr_55_69.99;44.00;63.80;594248.00;500.00;38200.00;7.53;660.90;156.63;214.61;186.92
2018;III;Järva maakond;koretr_70_249.99;15.00;***;***;***;***;***;***;***;***;***
2018;III;Järva maakond;Elamu;37;161.30;1 411 799;500;150 000;4.15;810.81;254.35;292.63;210.81
2018;III;Järva maakond;Suvila;5;35.40;72 500;5 000;35 000;68.59;958.90;493.83;496.47;317.79
2018;III;Lääne maakond;koretr_10_29.99;9.00;23.70;29575.00;225.00;23000.00;8.15;836.36;11.03;127.40;276.69
2018;III;Lääne maakond;koretr_30_40.99;18.00;36.80;405320.00;1500.00;51000.00;43.35;1281.41;722.77;612.15;368.74
2018;III;Lääne maakond;koretr_41_54.99;31.00;46.40;734300.00;500.00;50000.00;9.88;1048.22;531.91;507.37;335.38
2018;III;Lääne maakond;koretr_55_69.99;17.00;62.80;584900.00;1250.00;55000.00;18.04;946.64;662.52;556.12;300.16
2018;III;Lääne maakond;koretr_70_249.99;11.00;84.20;503100.00;500.00;170000.00;5.58;1949.54;474.72;516.47;550.30
2018;III;Lääne maakond;Elamu;18;108.50;1 090 000;2 000;150 000;18.99;1 422.76;453.08;557.55;375.96
2018;III;Lääne maakond;Muu;1;***;***;***;***;***;***;***;***;***
2018;III;Lääne maakond;Suvila;5;33.80;172 900;10 000;68 000;216.45;3 105.02;800.00;1 206.69;1 109.64
2018;III;Lääne-Viru maakond;koretr_10_29.99;24.00;26.30;218075.00;800.00;28000.00;29.41;1003.58;233.54;339.64;325.97
2018;III;Lääne-Viru maakond;koretr_30_40.99;56.00;36.00;512629.00;273.00;33000.00;7.87;971.79;136.39;265.35;284.58
2018;III;Lääne-Viru maakond;koretr_41_54.99;69.00;47.30;1031650.00;100.00;63000.00;1.97;1400.00;172.76;315.92;323.96
2018;III;Lääne-Viru maakond;koretr_55_69.99;51.00;62.20;1170935.00;700.00;69000.00;10.16;1029.85;326.80;371.19;300.96
2018;III;Lääne-Viru maakond;koretr_70_249.99;23.00;80.70;679576.00;1800.00;85000.00;23.20;1002.36;335.82;365.59;269.26
2018;III;Lääne-Viru maakond;Elamu;84;136.10;4 113 520;200;170 000;2.71;1 288.21;320.94;389.43;314.68
2018;III;Lääne-Viru maakond;Muu;1;***;***;***;***;***;***;***;***;***
2018;III;Lääne-Viru maakond;Suvila;5;59.80;131 000;7 500;59 000;101.73;713.13;549.74;454.61;277.10
2018;III;Põlva maakond;koretr_10_29.99;4.00;***;***;***;***;***;***;***;***;***
2018;III;Põlva maakond;koretr_30_40.99;2.00;***;***;***;***;***;***;***;***;***
2018;III;Põlva maakond;koretr_41_54.99;24.00;47.90;255000.00;200.00;32000.00;3.81;585.01;134.65;221.38;195.11
2018;III;Põlva maakond;koretr_55_69.99;23.00;63.20;400581.00;581.00;38000.00;10.09;567.16;226.54;271.51;162.07
2018;III;Põlva maakond;koretr_70_249.99;12.00;85.10;260300.00;5400.00;62000.00;60.40;499.19;212.84;244.03;160.26
2018;III;Põlva maakond;Elamu;22;141.60;793 690;3 000;120 000;23.78;1 156.07;322.05;407.85;337.27
2018;III;Pärnu maakond;koretr_10_29.99;25.00;24.00;679408.00;2000.00;73010.00;67.11;4033.70;1094.89;1154.48;802.67
2018;III;Pärnu maakond;koretr_30_40.99;65.00;36.70;2390634.00;1000.00;93000.00;26.95;2325.00;993.38;1002.44;579.12
2018;III;Pärnu maakond;koretr_41_54.99;94.00;47.20;4320378.00;1000.00;120818.00;18.52;2559.70;979.16;978.23;617.57
2018;III;Pärnu maakond;koretr_55_69.99;76.00;62.20;4550450.00;1000.00;230000.00;14.64;3372.43;1007.46;972.81;631.39
2018;III;Pärnu maakond;koretr_70_249.99;42.00;88.60;3692910.00;6400.00;185000.00;70.18;1933.70;996.55;1002.69;520.48
2018;III;Pärnu maakond;Elamu;89;150.00;8 148 927;2 000;415 000;31.25;2 448.38;555.26;617.03;454.34
2018;III;Pärnu maakond;Suvila;11;49.60;478 825;6 000;210 000;236.56;2 505.97;654.76;952.34;780.04
2018;III;Rapla maakond;koretr_10_29.99;6.00;26.00;29200.00;100.00;15000.00;3.40;576.92;26.60;177.81;255.58
2018;III;Rapla maakond;koretr_30_40.99;13.00;36.10;177600.00;1600.00;43300.00;47.76;1098.98;338.41;370.98;295.92
2018;III;Rapla maakond;koretr_41_54.99;23.00;48.40;508620.00;20.00;70850.00;0.41;1482.22;354.61;446.58;377.97
2018;III;Rapla maakond;koretr_55_69.99;10.00;65.10;275500.00;500.00;63600.00;9.09;952.10;371.05;416.30;275.21
2018;III;Rapla maakond;koretr_70_249.99;12.00;81.10;610000.00;100.00;112500.00;0.68;1504.92;383.29;678.74;580.50
2018;III;Rapla maakond;Elamu;34;122.10;1 922 520;5 000;177 500;57.70;1 733.67;400.21;500.12;391.96
2018;III;Rapla maakond;Muu;1;***;***;***;***;***;***;***;***;***
2018;III;Rapla maakond;Suvila;18;62.10;666 125;15 000;74 000;309.81;1 301.52;563.09;619.08;266.37
2018;III;Saare maakond;koretr_10_29.99;2.00;***;***;***;***;***;***;***;***;***
2018;III;Saare maakond;koretr_30_40.99;9.00;***;***;***;***;***;***;***;***;***
2018;III;Saare maakond;koretr_41_54.99;18.00;46.00;536500.00;1000.00;68000.00;21.51;1456.10;760.52;641.99;406.96
2018;III;Saare maakond;koretr_55_69.99;18.00;62.20;927800.00;9000.00;110000.00;147.29;1698.32;827.68;823.49;449.41
2018;III;Saare maakond;koretr_70_249.99;12.00;91.30;800500.00;35000.00;115500.00;365.34;1451.01;713.98;750.70;315.33
2018;III;Saare maakond;Elamu;21;105.10;1 548 011;10 000;170 000;118.31;1 569.26;639.46;722.41;452.54
2018;III;Saare maakond;Muu;1;***;***;***;***;***;***;***;***;***
2018;III;Saare maakond;Suvila;4;***;***;***;***;***;***;***;***;***
2018;III;Tartu maakond;koretr_10_29.99;80.00;21.90;2458715.00;200.00;90000.00;12.82;3214.29;1448.50;1406.45;578.19
2018;III;Tartu maakond;koretr_30_40.99;102.00;35.50;4726055.00;5000.00;100800.00;125.94;2807.80;1295.86;1297.75;521.23
2018;III;Tartu maakond;koretr_41_54.99;209.00;47.90;12394346.00;2500.00;160000.00;51.44;3219.32;1222.44;1234.50;479.89
2018;III;Tartu maakond;koretr_55_69.99;164.00;62.50;12670327.00;3000.00;177000.00;47.10;3072.92;1208.56;1240.94;483.47
2018;III;Tartu maakond;koretr_70_249.99;146.00;90.60;17463716.00;3500.00;315000.00;40.18;2552.67;1380.66;1330.27;479.08
2018;III;Tartu maakond;Elamu;109;147.70;14 332 975;1 000;600 000;8.55;2 728.51;836.46;891.11;522.75
2018;III;Tartu maakond;Suvila;16;62.70;641 800;20 000;76 000;190.57;1 818.18;717.32;759.52;428.05
2018;III;Valga maakond;koretr_10_29.99;14.00;22.70;18500.00;400.00;4000.00;16.19;149.25;23.26;57.11;50.08
2018;III;Valga maakond;koretr_30_40.99;21.00;37.30;120202.00;1.00;16000.00;0.03;410.26;102.04;154.47;138.12
2018;III;Valga maakond;koretr_41_54.99;36.00;47.20;256946.00;1.00;60000.00;0.02;1379.31;89.27;150.57;264.60
2018;III;Valga maakond;koretr_55_69.99;24.00;62.00;253039.00;500.00;60000.00;7.28;902.26;112.36;170.15;190.34
2018;III;Valga maakond;koretr_70_249.99;15.00;80.00;309207.00;4000.00;76000.00;48.48;882.76;223.46;258.84;264.14
2018;III;Valga maakond;Elamu;30;93.60;813 200;500;115 500;8.45;900.58;242.78;298.94;246.58
2018;III;Valga maakond;Suvila;8;39.90;116 400;2 000;63 000;35.59;1 800.00;212.00;391.96;576.93
2018;III;Viljandi maakond;koretr_10_29.99;17.00;25.00;245538.00;1000.00;29000.00;34.84;1276.60;744.68;613.52;446.08
2018;III;Viljandi maakond;koretr_30_40.99;18.00;37.40;214150.00;500.00;33500.00;12.56;1018.24;242.94;322.38;279.28
2018;III;Viljandi maakond;koretr_41_54.99;46.00;47.40;761128.00;400.00;58000.00;9.46;1124.03;239.75;348.46;315.41
2018;III;Viljandi maakond;koretr_55_69.99;30.00;62.70;818969.00;3034.00;83900.00;52.13;1436.64;313.07;439.26;352.60
2018;III;Viljandi maakond;koretr_70_249.99;16.00;80.10;473200.00;1000.00;92800.00;12.66;1069.12;171.70;366.33;372.59
2018;III;Viljandi maakond;Elamu;40;150.10;1 599 203;1 006;225 000;12.55;1 307.38;216.13;283.48;285.42
2018;III;Viljandi maakond;Muu;2;***;***;***;***;***;***;***;***;***
2018;III;Viljandi maakond;Suvila;4;***;***;***;***;***;***;***;***;***
2018;III;Võru maakond;koretr_10_29.99;12.00;25.20;102550.00;1000.00;17500.00;42.02;643.38;303.39;326.92;190.16
2018;III;Võru maakond;koretr_30_40.99;18.00;35.70;273350.00;1000.00;33000.00;29.85;866.14;412.03;409.22;279.76
2018;III;Võru maakond;koretr_41_54.99;26.00;46.60;457100.00;300.00;38000.00;7.08;922.33;412.58;373.37;239.02
2018;III;Võru maakond;koretr_55_69.99;21.00;62.50;542850.00;150.00;63000.00;2.22;934.72;415.28;418.65;263.72
2018;III;Võru maakond;koretr_70_249.99;11.00;76.30;466800.00;6400.00;133000.00;89.39;1319.44;421.94;528.48;357.79
2018;III;Võru maakond;Elamu;33;101.40;843 900;1 000;120 000;22.86;914.29;152.78;255.92;236.59
2018;III;Võru maakond;Suvila;10;52.00;127 900;3 000;32 000;92.81;830.32;228.11;287.00;215.27
2018;IV;Harju maakond;koretr_10_29.99;273.00;21.90;10350658.00;1150.00;107000.00;41.82;7642.86;1796.54;1748.30;811.77
2018;IV;Harju maakond;koretr_30_40.99;477.00;35.00;28163422.00;300.00;175000.00;7.67;5485.89;1662.35;1687.39;659.31
2018;IV;Harju maakond;koretr_41_54.99;830.00;48.10;67619484.00;3000.00;203000.00;68.65;3844.70;1651.76;1688.40;613.82
2018;IV;Harju maakond;koretr_55_69.99;765.00;62.20;81027165.00;6000.00;296400.00;105.45;4689.87;1652.63;1707.63;590.29
2018;IV;Harju maakond;koretr_70_249.99;905.00;94.60;160918282.00;16000.00;752000.00;86.66;6950.09;1820.35;1890.72;583.27
2018;IV;Harju maakond;Elamu;194;164.90;39 817 925;10 000;797 500;38.08;9 551.60;1 303.92;1 404.82;921.12
2018;IV;Harju maakond;Muu;4;***;***;***;***;***;***;***;***;***
2018;IV;Harju maakond;Suvila;83;57.40;4 593 030;100;195 000;13.70;5 140.56;989.25;1 117.46;777.22
2018;IV;Hiiu maakond;koretr_30_40.99;3.00;***;***;***;***;***;***;***;***;***
2018;IV;Hiiu maakond;koretr_41_54.99;3.00;***;***;***;***;***;***;***;***;***
2018;IV;Hiiu maakond;koretr_55_69.99;4.00;***;***;***;***;***;***;***;***;***
2018;IV;Hiiu maakond;koretr_70_249.99;3.00;***;***;***;***;***;***;***;***;***
2018;IV;Hiiu maakond;Elamu;4;***;***;***;***;***;***;***;***;***
2018;IV;Ida-Viru maakond;koretr_10_29.99;62.00;26.10;408899.00;500.00;24000.00;17.48;816.33;208.55;250.87;178.75
2018;IV;Ida-Viru maakond;koretr_30_40.99;176.00;36.20;1178663.00;50.00;28750.00;1.26;718.75;131.07;182.68;164.36
2018;IV;Ida-Viru maakond;koretr_41_54.99;204.00;48.10;2252384.00;1.00;79800.00;0.02;1456.20;156.77;228.38;222.94
2018;IV;Ida-Viru maakond;koretr_55_69.99;102.00;61.60;1944078.00;1.00;60000.00;0.02;897.48;286.30;307.50;236.26
2018;IV;Ida-Viru maakond;koretr_70_249.99;36.00;80.30;1171201.00;1.00;100000.00;0.01;1090.51;339.29;403.49;320.02
2018;IV;Ida-Viru maakond;Elamu;29;87.00;1 191 400;3 000;165 000;68.69;1 478.49;307.02;458.77;380.60
2018;IV;Ida-Viru maakond;Suvila;30;43.70;400 080;246;125 000;6.93;5 681.82;140.57;369.71;1 018.73
2018;IV;Jõgeva maakond;koretr_10_29.99;2.00;***;***;***;***;***;***;***;***;***
2018;IV;Jõgeva maakond;koretr_30_40.99;12.00;36.70;121280.00;1800.00;22000.00;45.92;551.38;254.22;279.86;141.22
2018;IV;Jõgeva maakond;koretr_41_54.99;30.00;47.00;339600.00;600.00;30000.00;11.03;700.93;211.63;243.84;157.72
2018;IV;Jõgeva maakond;koretr_55_69.99;25.00;63.10;400090.00;1000.00;33000.00;15.20;527.16;226.79;254.27;158.31
2018;IV;Jõgeva maakond;koretr_70_249.99;11.00;***;***;***;***;***;***;***;***;***
2018;IV;Jõgeva maakond;Elamu;19;157.20;629 299;2 000;70 000;9.35;603.81;213.80;234.67;171.91
2018;IV;Jõgeva maakond;Muu;1;***;***;***;***;***;***;***;***;***
2018;IV;Järva maakond;koretr_10_29.99;8.00;26.10;67700.00;2500.00;15700.00;117.37;525.08;332.38;315.36;166.76
2018;IV;Järva maakond;koretr_30_40.99;11.00;37.10;163000.00;2000.00;28500.00;50.38;698.53;475.00;401.72;244.56
2018;IV;Järva maakond;koretr_41_54.99;26.00;46.40;308481.00;1.00;27000.00;0.02;629.37;313.95;252.16;190.00
2018;IV;Järva maakond;koretr_55_69.99;19.00;62.90;313270.00;300.00;35000.00;4.42;597.92;248.34;268.04;169.42
2018;IV;Järva maakond;koretr_70_249.99;21.00;79.90;398300.00;100.00;58000.00;1.43;751.30;153.85;236.20;216.48
2018;IV;Järva maakond;Elamu;28;147.10;1 057 500;3 000;123 500;27.00;1 025.64;166.21;251.38;243.41
2018;IV;Järva maakond;Muu;1;***;***;***;***;***;***;***;***;***
2018;IV;Järva maakond;Suvila;5;41.20;93 000;11 000;26 000;206.38;771.51;457.14;487.15;204.66
2018;IV;Lääne maakond;koretr_10_29.99;6.00;27.20;144566.00;2000.00;40000.00;68.73;1465.20;953.18;899.99;497.99
2018;IV;Lääne maakond;koretr_30_40.99;16.00;37.20;383636.00;1086.00;53150.00;27.77;1409.81;679.65;646.80;424.22
2018;IV;Lääne maakond;koretr_41_54.99;19.00;48.50;472313.00;500.00;52000.00;10.18;1137.86;556.62;515.70;383.62
2018;IV;Lääne maakond;koretr_55_69.99;17.00;63.00;457400.00;200.00;59000.00;2.99;1040.56;343.75;427.86;358.42
2018;IV;Lääne maakond;koretr_70_249.99;10.00;94.30;600838.00;2238.00;165000.00;27.98;2120.82;690.62;679.36;595.22
2018;IV;Lääne maakond;Elamu;15;139.00;747 000;7 000;150 000;65.57;1 066.48;248.92;444.25;351.30
2018;IV;Lääne maakond;Muu;1;***;***;***;***;***;***;***;***;***
2018;IV;Lääne maakond;Suvila;3;***;***;***;***;***;***;***;***;***
2018;IV;Lääne-Viru maakond;koretr_10_29.99;15.00;25.70;61289.00;300.00;12000.00;10.38;433.21;138.41;156.47;117.68
2018;IV;Lääne-Viru maakond;koretr_30_40.99;58.00;37.10;733334.00;100.00;41000.00;2.62;1102.15;197.07;343.67;348.22
2018;IV;Lääne-Viru maakond;koretr_41_54.99;62.00;46.70;1091656.00;1.00;60490.00;0.02;1150.00;313.41;374.10;304.86
2018;IV;Lääne-Viru maakond;koretr_55_69.99;41.00;63.50;1149445.00;3000.00;75000.00;43.73;1150.00;404.62;441.15;338.85
2018;IV;Lääne-Viru maakond;koretr_70_249.99;23.00;80.70;888865.00;1000.00;107500.00;12.59;1429.52;359.44;477.38;369.27
2018;IV;Lääne-Viru maakond;Elamu;59;126.30;2 722 248;100;265 000;2.35;1 433.98;268.74;362.39;319.81
2018;IV;Lääne-Viru maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2018;IV;Põlva maakond;koretr_10_29.99;8.00;24.80;67000.00;300.00;15500.00;13.45;567.77;378.78;317.75;204.03
2018;IV;Põlva maakond;koretr_30_40.99;9.00;36.80;92000.00;2000.00;19000.00;61.35;476.19;218.75;273.92;172.70
2018;IV;Põlva maakond;koretr_41_54.99;17.00;49.00;177020.00;1000.00;24000.00;18.32;461.54;109.56;213.81;175.81
2018;IV;Põlva maakond;koretr_55_69.99;7.00;63.70;144400.00;500.00;29900.00;7.62;517.30;417.31;327.02;194.37
2018;IV;Põlva maakond;koretr_70_249.99;12.00;77.60;232100.00;1100.00;35000.00;13.75;435.32;298.76;246.85;154.27
2018;IV;Põlva maakond;Elamu;16;111.40;745 750;1 750;132 000;28.27;1 204.82;398.05;452.60;309.49
2018;IV;Pärnu maakond;koretr_10_29.99;31.00;23.10;443154.00;300.00;36300.00;15.38;1350.00;646.55;634.76;433.68
2018;IV;Pärnu maakond;koretr_30_40.99;62.00;36.00;1886761.00;959.00;67000.00;25.00;2000.00;908.81;850.22;458.39
2018;IV;Pärnu maakond;koretr_41_54.99;88.00;47.60;3371018.00;500.00;108500.00;9.77;2012.99;868.63;810.46;575.76
2018;IV;Pärnu maakond;koretr_55_69.99;47.00;62.20;2269897.00;500.00;110000.00;8.33;1692.43;887.90;777.52;534.49
2018;IV;Pärnu maakond;koretr_70_249.99;44.00;87.70;3679665.00;500.00;250000.00;4.77;2042.48;976.42;952.00;509.16
2018;IV;Pärnu maakond;Elamu;75;132.90;5 942 803;2 000;210 000;13.93;1 394.59;569.91;620.91;411.75
2018;IV;Pärnu maakond;Suvila;12;43.70;308 100;4 000;85 000;93.90;1 656.92;567.85;700.24;525.46
2018;IV;Rapla maakond;koretr_10_29.99;2.00;***;***;***;***;***;***;***;***;***
2018;IV;Rapla maakond;koretr_30_40.99;19.00;35.70;275625.00;2825.00;35000.00;85.87;930.85;281.86;409.14;274.08
2018;IV;Rapla maakond;koretr_41_54.99;25.00;48.10;588400.00;2300.00;61900.00;55.96;1172.35;462.96;483.95;325.86
2018;IV;Rapla maakond;koretr_55_69.99;17.00;63.50;502001.00;1.00;60000.00;0.01;902.26;401.34;468.18;323.46
2018;IV;Rapla maakond;koretr_70_249.99;14.00;***;***;***;***;***;***;***;***;***
2018;IV;Rapla maakond;Elamu;36;174.90;2 242 354;1 340;247 519;17.68;1 414.63;284.86;435.08;418.26
2018;IV;Rapla maakond;Suvila;10;82.80;479 901;1;135 000;0.03;1 135.41;510.76;556.72;317.27
2018;IV;Saare maakond;koretr_10_29.99;6.00;22.40;59130.00;30.00;26000.00;1.24;1473.68;201.15;488.79;595.04
2018;IV;Saare maakond;koretr_30_40.99;5.00;37.00;123500.00;3500.00;39000.00;114.01;1042.78;642.67;648.62;363.80
2018;IV;Saare maakond;koretr_41_54.99;16.00;47.20;553910.00;3410.00;77000.00;77.85;1415.44;795.01;718.57;394.78
2018;IV;Saare maakond;koretr_55_69.99;14.00;63.10;597400.00;500.00;80000.00;7.52;1336.72;682.89;681.69;375.27
2018;IV;Saare maakond;koretr_70_249.99;9.00;80.70;748800.00;32000.00;123000.00;388.35;1485.51;1215.73;1026.15;403.58
2018;IV;Saare maakond;Elamu;28;120.70;2 155 197;555;344 942;12.07;2 224.23;592.56;651.03;514.12
2018;IV;Tartu maakond;koretr_10_29.99;60.00;22.20;1719740.00;1000.00;60840.00;53.19;3086.42;1349.74;1272.60;652.45
2018;IV;Tartu maakond;koretr_30_40.99;119.00;36.20;5920343.00;5000.00;122113.00;125.63;3000.32;1470.09;1374.27;488.95
2018;IV;Tartu maakond;koretr_41_54.99;220.00;48.40;12988244.00;3000.00;160000.00;58.94;3258.66;1306.08;1214.24;490.54
2018;IV;Tartu maakond;koretr_55_69.99;163.00;62.70;12302252.00;2500.00;172000.00;38.23;2824.30;1190.11;1205.76;483.23
2018;IV;Tartu maakond;koretr_70_249.99;182.00;90.40;22944924.00;3000.00;341000.00;37.04;3229.57;1420.64;1392.30;538.50
2018;IV;Tartu maakond;Elamu;88;176.00;12 691 298;5 000;410 000;21.94;1 901.07;869.82;884.00;415.57
2018;IV;Tartu maakond;Suvila;7;92.90;412 500;33 000;79 000;377.66;1 195.84;789.21;695.04;312.35
2018;IV;Valga maakond;koretr_10_29.99;13.00;23.60;57378.00;1000.00;15000.00;41.38;566.04;133.33;194.85;159.66
2018;IV;Valga maakond;koretr_30_40.99;21.00;36.30;127336.00;333.00;28000.00;10.00;793.20;130.31;165.22;187.40
2018;IV;Valga maakond;koretr_41_54.99;43.00;47.10;296934.00;300.00;68000.00;6.29;1271.03;48.88;141.60;221.48
2018;IV;Valga maakond;koretr_55_69.99;17.00;62.60;211300.00;1800.00;27000.00;30.82;402.99;139.86;194.62;116.23
2018;IV;Valga maakond;koretr_70_249.99;8.00;83.50;105700.00;400.00;29500.00;4.63;314.96;175.52;160.75;148.33
2018;IV;Valga maakond;Elamu;19;110.30;625 050;500;118 000;10.04;1 028.37;213.27;312.27;288.97
2018;IV;Valga maakond;Suvila;2;***;***;***;***;***;***;***;***;***
2018;IV;Viljandi maakond;koretr_10_29.99;12.00;23.60;157800.00;700.00;29900.00;25.36;1087.27;491.92;553.82;348.95
2018;IV;Viljandi maakond;koretr_30_40.99;24.00;36.80;419795.00;800.00;39995.00;20.94;1036.14;559.61;467.02;346.23
2018;IV;Viljandi maakond;koretr_41_54.99;31.00;47.30;601212.00;200.00;58500.00;4.43;1153.85;316.59;401.43;325.36
2018;IV;Viljandi maakond;koretr_55_69.99;36.00;62.40;1238550.00;500.00;66100.00;8.76;1109.06;558.87;550.06;328.55
2018;IV;Viljandi maakond;koretr_70_249.99;12.00;79.50;371468.00;1500.00;78500.00;18.68;1050.87;330.90;400.68;342.68
2018;IV;Viljandi maakond;Elamu;37;148.70;2 079 407;500;175 000;6.49;1 003.09;263.63;353.80;291.51
2018;IV;Viljandi maakond;Suvila;3;***;***;***;***;***;***;***;***;***
2018;IV;Võru maakond;koretr_10_29.99;6.00;26.40;64500.00;4000.00;19500.00;175.44;681.82;387.91;397.21;188.49
2018;IV;Võru maakond;koretr_30_40.99;18.00;37.50;297230.00;130.00;39900.00;3.45;1002.51;394.60;442.25;317.21
2018;IV;Võru maakond;koretr_41_54.99;45.00;47.10;641195.00;500.00;50000.00;10.12;1014.20;216.45;299.97;268.21
2018;IV;Võru maakond;koretr_55_69.99;24.00;60.80;561401.00;1.00;57000.00;0.01;896.23;375.03;383.42;226.62
2018;IV;Võru maakond;koretr_70_249.99;12.00;81.00;208000.00;1000.00;55000.00;12.48;762.71;35.56;224.14;286.81
2018;IV;Võru maakond;Elamu;23;130.70;949 102;602;119 000;4.47;790.75;290.64;328.47;231.00
2018;IV;Võru maakond;Suvila;6;33.70;62 500;3 000;19 500;68.18;786.29;445.34;423.09;293.00
2019;I;Harju maakond;koretr_10_29.99;217.00;21.60;8303255.00;1250.00;107100.00;108.23;3908.76;1901.84;1798.56;663.86
2019;I;Harju maakond;koretr_30_40.99;469.00;35.00;27953758.00;1147.00;136500.00;34.55;3630.32;1720.00;1697.47;641.46
2019;I;Harju maakond;koretr_41_54.99;849.00;48.10;71046915.00;1.00;208215.00;0.02;4156.01;1714.90;1734.59;602.58
2019;I;Harju maakond;koretr_55_69.99;644.00;62.70;68960458.00;9000.00;286512.00;130.43;4158.37;1657.53;1715.55;614.33
2019;I;Harju maakond;koretr_70_249.99;826.00;93.60;145479609.00;5500.00;735000.00;76.82;5438.07;1800.81;1880.49;597.27
2019;I;Harju maakond;Elamu;136;175.40;27 943 037;5 000;531 000;42.43;6 852.25;1 328.25;1 373.06;752.08
2019;I;Harju maakond;Muu;1;***;***;***;***;***;***;***;***;***
2019;I;Harju maakond;Suvila;69;59.30;4 251 304;10 000;225 000;168.86;3 612.72;1 061.78;1 230.60;756.42
2019;I;Hiiu maakond;koretr_10_29.99;1.00;***;***;***;***;***;***;***;***;***
2019;I;Hiiu maakond;koretr_30_40.99;2.00;***;***;***;***;***;***;***;***;***
2019;I;Hiiu maakond;koretr_41_54.99;5.00;47.20;84551.00;2500.00;40000.00;58.00;739.37;244.44;339.21;282.44
2019;I;Hiiu maakond;koretr_55_69.99;4.00;***;***;***;***;***;***;***;***;***
2019;I;Hiiu maakond;koretr_70_249.99;3.00;***;***;***;***;***;***;***;***;***
2019;I;Hiiu maakond;Elamu;5;93.70;229 000;11 000;109 000;166.39;1 014.49;586.65;526.41;351.06
2019;I;Hiiu maakond;Suvila;2;***;***;***;***;***;***;***;***;***
