Aasta,Kvartal,Maakond,Hoone_liik,Korteriomanditeginute_Arv,Keskmine_m2,Kokku_tehinguhind,Minimaalne_tehingusumma,Maksimaalne_tehingsumma,Minimaalne_pinnaühikuhind,Maksimaalne_pinnaühikuhind,Mediaan_pinnaühikuhind,Keskmine_pinnaühikuhind,Standardhälve_pinnaühikuhind,quarter,avg_salary,housing_index,THI
2024,I,Saare maakond,koretr_30_40.99,3.0,,,,,,,,,,2024Q1,1943.0,322.97,296.96
2024,I,Saare maakond,koretr_41_54.99,18.0,47.8,1013456.0,14000.0,111000.0,305.68,2021.86,1108.52,1168.38,492.96,2024Q1,1943.0,322.97,296.96
2024,I,Saare maakond,koretr_55_69.99,10.0,62.4,1047735.0,40000.0,219835.0,665.56,3633.64,1391.61,1691.5,854.57,2024Q1,1943.0,322.97,296.96
2024,I,Saare maakond,koretr_70_249.99,6.0,83.3,489000.0,24000.0,165000.0,334.73,1558.07,922.63,936.87,445.35,2024Q1,1943.0,322.97,296.96
2024,I,Saare maakond,Elamu,6.0,153.3,,,,524.25,,,,497.84,2024Q1,1943.0,322.97,296.96
2024,I,Saare maakond,Suvila,1.0,,,,,,,,,,2024Q1,1943.0,322.97,296.96
2024,I,Tartu maakond,koretr_10_29.99,30.0,23.0,1662994.0,15000.0,178500.0,769.23,6092.15,2225.07,2377.8,1116.17,2024Q1,1943.0,322.97,296.96
2024,I,Tartu maakond,koretr_30_40.99,71.0,35.8,6405282.0,10000.0,198000.0,305.81,5892.86,2282.28,2500.2,1092.63,2024Q1,1943.0,322.97,296.96
2024,I,Tartu maakond,koretr_41_54.99,148.0,47.2,15155766.0,8000.0,219000.0,186.92,5251.8,2098.09,2159.11,947.22,2024Q1,1943.0,322.97,296.96
2024,I,Tartu maakond,koretr_55_69.99,109.0,62.4,13434825.0,500.0,260000.0,8.94,4031.01,1957.3,1971.83,809.39,2024Q1,1943.0,322.97,296.96
2024,I,Tartu maakond,koretr_70_249.99,131.0,92.1,25741353.0,1000.0,354500.0,5.93,3775.29,2243.02,2171.79,680.63,2024Q1,1943.0,322.97,296.96
2024,I,Tartu maakond,Elamu,56.0,161.7,,,,205.15,,,,961.86,2024Q1,1943.0,322.97,296.96
2024,I,Tartu maakond,Muu,1.0,,,,,,,,,,2024Q1,1943.0,322.97,296.96
2024,I,Tartu maakond,Suvila,7.0,117.1,,,,191.04,,488.8,534.57,347.99,2024Q1,1943.0,322.97,296.96
2024,I,Valga maakond,koretr_10_29.99,8.0,26.1,118280.0,500.0,70380.0,18.45,3007.69,231.1,591.15,1005.46,2024Q1,1943.0,322.97,296.96
2024,I,Valga maakond,koretr_30_40.99,19.0,36.2,208580.0,100.0,31900.0,2.53,815.86,185.19,303.89,279.95,2024Q1,1943.0,322.97,296.96
2024,I,Valga maakond,koretr_41_54.99,26.0,48.7,559587.0,2500.0,75000.0,59.95,1732.1,405.36,450.87,381.89,2024Q1,1943.0,322.97,296.96
2024,I,Valga maakond,koretr_55_69.99,8.0,61.9,183800.0,3800.0,55000.0,66.09,813.61,344.83,365.01,283.62,2024Q1,1943.0,322.97,296.96
2024,I,Valga maakond,koretr_70_249.99,5.0,80.6,188200.0,2000.0,100000.0,25.87,1081.08,285.34,436.76,407.92,2024Q1,1943.0,322.97,296.96
2024,I,Valga maakond,Elamu,5.0,89.2,,,,78.97,756.01,279.9,402.14,312.53,2024Q1,1943.0,322.97,296.96
2024,I,Valga maakond,Suvila,1.0,,,,,,,,,,2024Q1,1943.0,322.97,296.96
2024,I,Viljandi maakond,koretr_10_29.99,13.0,23.5,318500.0,800.0,56000.0,37.56,2362.87,1057.47,1014.01,671.18,2024Q1,1943.0,322.97,296.96
2024,I,Viljandi maakond,koretr_30_40.99,14.0,36.3,467000.0,2500.0,125000.0,72.67,3709.2,715.18,929.18,970.31,2024Q1,1943.0,322.97,296.96
2024,I,Viljandi maakond,koretr_41_54.99,27.0,49.0,1148109.0,1500.0,140000.0,29.76,3118.04,699.3,889.28,733.48,2024Q1,1943.0,322.97,296.96
2024,I,Viljandi maakond,koretr_55_69.99,22.0,64.0,1171650.0,3000.0,102000.0,43.04,1608.39,800.38,831.49,474.27,2024Q1,1943.0,322.97,296.96
2024,I,Viljandi maakond,koretr_70_249.99,17.0,84.6,1128900.0,1500.0,175000.0,20.69,1830.54,675.68,784.9,487.49,2024Q1,1943.0,322.97,296.96
2024,I,Viljandi maakond,Elamu,28.0,146.4,,,,77.22,,398.06,524.93,410.79,2024Q1,1943.0,322.97,296.96
2024,I,Viljandi maakond,Suvila,4.0,,,,,,,,,,2024Q1,1943.0,322.97,296.96
2024,I,Võru maakond,koretr_10_29.99,5.0,25.4,135500.0,10000.0,39000.0,617.28,1373.24,1102.94,1026.02,286.47,2024Q1,1943.0,322.97,296.96
2024,I,Võru maakond,koretr_30_40.99,17.0,35.8,573900.0,2000.0,63000.0,56.98,1608.96,849.32,945.56,451.17,2024Q1,1943.0,322.97,296.96
2024,I,Võru maakond,koretr_41_54.99,31.0,47.2,1073459.0,1000.0,74400.0,20.2,1628.01,825.47,742.44,408.41,2024Q1,1943.0,322.97,296.96
2024,I,Võru maakond,koretr_55_69.99,12.0,63.6,593300.0,7500.0,85000.0,134.41,1313.76,853.39,772.04,347.58,2024Q1,1943.0,322.97,296.96
2024,I,Võru maakond,koretr_70_249.99,7.0,85.1,368661.0,9500.0,221550.0,84.82,2573.17,174.42,635.57,888.93,2024Q1,1943.0,322.97,296.96
2024,I,Võru maakond,Elamu,19.0,96.3,,,,5.77,,402.68,648.61,728.28,2024Q1,1943.0,322.97,296.96
2024,I,Võru maakond,Suvila,3.0,,,,,,,,,,2024Q1,1943.0,322.97,296.96
2024,II,Harju maakond,koretr_10_29.99,195.0,22.3,11761451.0,7000.0,139000.0,336.7,5828.74,2775.92,2770.22,1003.68,2024Q2,2057.0,331.92,300.97
2024,II,Harju maakond,koretr_30_40.99,444.0,35.4,45702006.0,8000.0,260000.0,221.61,6757.49,2750.0,2885.11,1111.36,2024Q2,2057.0,331.92,300.97
2024,II,Harju maakond,koretr_41_54.99,756.0,47.6,100701091.0,5000.0,420400.0,107.3,9342.22,2619.84,2801.68,1126.44,2024Q2,2057.0,331.92,300.97
2024,II,Harju maakond,koretr_55_69.99,564.0,62.7,96119947.0,10000.0,450000.0,157.48,6521.74,2607.09,2715.28,988.2,2024Q2,2057.0,331.92,300.97
2024,II,Harju maakond,koretr_70_249.99,580.0,96.8,177794561.0,15000.0,1250000.0,160.09,9845.36,3070.81,3197.93,1103.54,2024Q2,2057.0,331.92,300.97
2024,II,Harju maakond,Elamu,193.0,181.2,,,,63.16,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Harju maakond,Suvila,104.0,62.1,,1.0,,0.01,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Hiiu maakond,koretr_10_29.99,1.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Hiiu maakond,koretr_30_40.99,2.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Hiiu maakond,koretr_41_54.99,6.0,46.4,183225.0,11000.0,52000.0,222.67,1075.51,668.5,668.22,356.55,2024Q2,2057.0,331.92,300.97
2024,II,Hiiu maakond,koretr_55_69.99,4.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Hiiu maakond,koretr_70_249.99,3.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Hiiu maakond,Elamu,4.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Hiiu maakond,Suvila,1.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Ida-Viru maakond,koretr_10_29.99,52.0,26.1,491766.0,10.0,34000.0,0.37,1231.88,346.53,362.94,255.86,2024Q2,2057.0,331.92,300.97
2024,II,Ida-Viru maakond,koretr_30_40.99,232.0,36.6,2426362.0,1.0,40000.0,0.03,1049.87,245.04,283.96,238.24,2024Q2,2057.0,331.92,300.97
2024,II,Ida-Viru maakond,koretr_41_54.99,206.0,47.9,3559783.0,1.0,154000.0,0.02,3623.53,258.93,365.26,422.68,2024Q2,2057.0,331.92,300.97
2024,II,Ida-Viru maakond,koretr_55_69.99,90.0,61.2,2925187.0,600.0,211000.0,10.24,3660.71,374.28,541.98,708.56,2024Q2,2057.0,331.92,300.97
2024,II,Ida-Viru maakond,koretr_70_249.99,35.0,84.7,2856800.0,5000.0,275000.0,62.97,3563.07,691.91,889.06,765.09,2024Q2,2057.0,331.92,300.97
2024,II,Ida-Viru maakond,Elamu,36.0,105.7,,500.0,,5.21,,300.68,477.13,417.57,2024Q2,2057.0,331.92,300.97
2024,II,Ida-Viru maakond,Suvila,64.0,50.0,,523.0,,10.76,,375.49,418.32,290.74,2024Q2,2057.0,331.92,300.97
2024,II,Jõgeva maakond,koretr_10_29.99,3.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Jõgeva maakond,koretr_30_40.99,10.0,36.7,163590.0,600.0,30000.0,15.35,795.76,552.57,437.8,270.25,2024Q2,2057.0,331.92,300.97
2024,II,Jõgeva maakond,koretr_41_54.99,22.0,46.4,522650.0,400.0,64000.0,9.05,1230.77,481.6,504.86,332.36,2024Q2,2057.0,331.92,300.97
2024,II,Jõgeva maakond,koretr_55_69.99,13.0,63.4,357895.0,8500.0,52000.0,143.34,822.78,343.51,434.23,231.92,2024Q2,2057.0,331.92,300.97
2024,II,Jõgeva maakond,koretr_70_249.99,8.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Jõgeva maakond,Elamu,22.0,143.5,,,,64.14,985.06,328.06,438.51,267.24,2024Q2,2057.0,331.92,300.97
2024,II,Jõgeva maakond,Suvila,3.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Järva maakond,koretr_10_29.99,7.0,24.6,129000.0,7000.0,30000.0,300.43,2000.0,716.72,830.76,571.05,2024Q2,2057.0,331.92,300.97
2024,II,Järva maakond,koretr_30_40.99,19.0,36.8,479000.0,1500.0,48000.0,46.88,1309.38,696.2,688.81,357.14,2024Q2,2057.0,331.92,300.97
2024,II,Järva maakond,koretr_41_54.99,26.0,47.0,756600.0,1000.0,58600.0,19.88,1220.83,649.54,611.01,391.7,2024Q2,2057.0,331.92,300.97
2024,II,Järva maakond,koretr_55_69.99,22.0,64.1,833600.0,2000.0,80000.0,29.5,1300.81,573.09,597.91,400.67,2024Q2,2057.0,331.92,300.97
2024,II,Järva maakond,koretr_70_249.99,14.0,78.9,623601.0,1.0,155000.0,0.01,2211.13,402.02,575.0,604.64,2024Q2,2057.0,331.92,300.97
2024,II,Järva maakond,Elamu,29.0,132.3,,100.0,,1.5,,353.05,573.99,496.78,2024Q2,2057.0,331.92,300.97
2024,II,Järva maakond,Suvila,3.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Lääne maakond,koretr_10_29.99,3.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Lääne maakond,koretr_30_40.99,10.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Lääne maakond,koretr_41_54.99,23.0,47.9,1754016.0,100.0,190000.0,2.35,3667.95,1280.99,1555.52,1042.66,2024Q2,2057.0,331.92,300.97
2024,II,Lääne maakond,koretr_55_69.99,25.0,64.4,1185333.0,500.0,183000.0,7.24,2850.47,454.55,735.4,683.65,2024Q2,2057.0,331.92,300.97
2024,II,Lääne maakond,koretr_70_249.99,16.0,85.3,1876017.0,7000.0,351500.0,89.51,4159.76,1065.74,1375.23,1209.53,2024Q2,2057.0,331.92,300.97
2024,II,Lääne maakond,Elamu,11.0,123.1,,,,35.21,,869.57,,886.86,2024Q2,2057.0,331.92,300.97
2024,II,Lääne maakond,Suvila,4.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Lääne-Viru maakond,koretr_10_29.99,16.0,25.3,259800.0,500.0,41000.0,19.31,1371.24,530.67,621.57,471.95,2024Q2,2057.0,331.92,300.97
2024,II,Lääne-Viru maakond,koretr_30_40.99,52.0,37.3,1201047.0,100.0,65000.0,3.26,1712.71,572.83,620.82,490.39,2024Q2,2057.0,331.92,300.97
2024,II,Lääne-Viru maakond,koretr_41_54.99,69.0,47.9,1746562.0,600.0,133000.0,12.55,2485.98,358.0,525.75,497.35,2024Q2,2057.0,331.92,300.97
2024,II,Lääne-Viru maakond,koretr_55_69.99,46.0,63.5,2091640.0,750.0,172200.0,12.36,2772.95,565.52,717.79,620.08,2024Q2,2057.0,331.92,300.97
2024,II,Lääne-Viru maakond,koretr_70_249.99,16.0,80.6,1248000.0,12000.0,175000.0,156.05,2168.02,1018.62,943.86,641.75,2024Q2,2057.0,331.92,300.97
2024,II,Lääne-Viru maakond,Elamu,55.0,151.0,,,,36.1,,518.93,753.87,603.68,2024Q2,2057.0,331.92,300.97
2024,II,Lääne-Viru maakond,Suvila,4.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Põlva maakond,koretr_10_29.99,3.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Põlva maakond,koretr_30_40.99,4.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Põlva maakond,koretr_41_54.99,14.0,48.5,410200.0,5000.0,52000.0,96.34,1065.57,616.44,606.21,337.32,2024Q2,2057.0,331.92,300.97
2024,II,Põlva maakond,koretr_55_69.99,6.0,66.5,208500.0,7500.0,63000.0,107.3,953.1,494.15,527.8,333.23,2024Q2,2057.0,331.92,300.97
2024,II,Põlva maakond,koretr_70_249.99,8.0,86.6,204631.0,6000.0,47000.0,72.82,620.87,264.82,311.39,209.28,2024Q2,2057.0,331.92,300.97
2024,II,Põlva maakond,Elamu,15.0,128.2,,,,36.63,,471.7,523.07,420.41,2024Q2,2057.0,331.92,300.97
2024,II,Põlva maakond,Muu,1.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Põlva maakond,Suvila,1.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Pärnu maakond,koretr_10_29.99,22.0,24.2,902750.0,1000.0,112000.0,37.74,4258.56,1925.03,1688.21,1037.71,2024Q2,2057.0,331.92,300.97
2024,II,Pärnu maakond,koretr_30_40.99,52.0,36.9,3119850.0,5500.0,169000.0,174.6,4707.52,1698.96,1629.07,960.34,2024Q2,2057.0,331.92,300.97
2024,II,Pärnu maakond,koretr_41_54.99,116.0,47.1,9265656.0,400.0,258575.0,8.13,4953.54,1659.19,1684.51,1122.49,2024Q2,2057.0,331.92,300.97
2024,II,Pärnu maakond,koretr_55_69.99,64.0,63.7,6597760.0,450.0,315000.0,6.76,4708.52,1488.31,1611.9,1114.08,2024Q2,2057.0,331.92,300.97
2024,II,Pärnu maakond,koretr_70_249.99,42.0,93.5,6661900.0,15000.0,700000.0,188.21,5204.46,1625.53,1591.99,969.17,2024Q2,2057.0,331.92,300.97
2024,II,Pärnu maakond,Elamu,69.0,149.2,,,,4.93,,,,672.99,2024Q2,2057.0,331.92,300.97
2024,II,Pärnu maakond,Muu,1.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Pärnu maakond,Suvila,9.0,55.0,,,,263.16,,797.87,,,2024Q2,2057.0,331.92,300.97
2024,II,Rapla maakond,koretr_10_29.99,2.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Rapla maakond,koretr_30_40.99,18.0,36.1,689220.0,5000.0,68000.0,126.9,1900.0,1143.93,1087.25,518.96,2024Q2,2057.0,331.92,300.97
2024,II,Rapla maakond,koretr_41_54.99,25.0,47.6,925500.0,3000.0,85000.0,72.99,1612.9,687.1,761.88,504.71,2024Q2,2057.0,331.92,300.97
2024,II,Rapla maakond,koretr_55_69.99,12.0,63.0,724250.0,10000.0,95000.0,170.65,1535.84,1014.71,947.5,535.16,2024Q2,2057.0,331.92,300.97
2024,II,Rapla maakond,koretr_70_249.99,9.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Rapla maakond,Elamu,36.0,137.1,,,,21.8,,946.07,,746.96,2024Q2,2057.0,331.92,300.97
2024,II,Rapla maakond,Suvila,11.0,67.8,,,,549.79,,,,578.8,2024Q2,2057.0,331.92,300.97
2024,II,Saare maakond,koretr_10_29.99,1.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Saare maakond,koretr_30_40.99,9.0,36.9,345983.0,229.0,82000.0,5.77,2065.49,841.32,1036.29,780.45,2024Q2,2057.0,331.92,300.97
2024,II,Saare maakond,koretr_41_54.99,9.0,45.2,504000.0,20000.0,91000.0,461.89,2106.48,1207.29,1251.51,608.91,2024Q2,2057.0,331.92,300.97
2024,II,Saare maakond,koretr_55_69.99,6.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Saare maakond,koretr_70_249.99,9.0,86.7,1375800.0,42000.0,250000.0,596.59,2604.17,1829.27,1680.56,681.4,2024Q2,2057.0,331.92,300.97
2024,II,Saare maakond,Elamu,23.0,150.8,,,,78.86,,656.6,918.54,570.7,2024Q2,2057.0,331.92,300.97
2024,II,Saare maakond,Suvila,1.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Tartu maakond,koretr_10_29.99,64.0,22.0,4345763.0,8000.0,165000.0,394.09,5809.86,2923.44,3133.54,1076.95,2024Q2,2057.0,331.92,300.97
2024,II,Tartu maakond,koretr_30_40.99,112.0,35.9,10328268.0,5000.0,210000.0,140.45,6017.19,2507.97,2574.41,1151.81,2024Q2,2057.0,331.92,300.97
2024,II,Tartu maakond,koretr_41_54.99,188.0,47.7,20491264.0,1000.0,263100.0,19.92,5304.44,2258.95,2272.17,980.19,2024Q2,2057.0,331.92,300.97
2024,II,Tartu maakond,koretr_55_69.99,144.0,62.9,18978386.0,4000.0,282000.0,61.82,4104.8,2062.83,2098.08,794.39,2024Q2,2057.0,331.92,300.97
2024,II,Tartu maakond,koretr_70_249.99,166.0,96.8,34873844.0,1000.0,654809.0,12.87,5146.14,2206.21,2203.08,751.65,2024Q2,2057.0,331.92,300.97
2024,II,Tartu maakond,Elamu,87.0,169.0,,,,18.06,,,,717.46,2024Q2,2057.0,331.92,300.97
2024,II,Tartu maakond,Suvila,10.0,61.6,,,,452.34,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Valga maakond,koretr_10_29.99,9.0,24.5,76750.0,1000.0,25000.0,52.91,1157.41,223.88,358.23,352.27,2024Q2,2057.0,331.92,300.97
2024,II,Valga maakond,koretr_30_40.99,18.0,36.4,228914.0,1000.0,45000.0,26.67,1367.78,347.14,349.54,298.74,2024Q2,2057.0,331.92,300.97
2024,II,Valga maakond,koretr_41_54.99,33.0,47.8,610161.0,339.0,80000.0,7.05,1798.56,266.94,388.54,403.68,2024Q2,2057.0,331.92,300.97
2024,II,Valga maakond,koretr_55_69.99,16.0,63.8,394750.0,1900.0,53000.0,28.19,789.87,349.94,389.06,251.72,2024Q2,2057.0,331.92,300.97
2024,II,Valga maakond,koretr_70_249.99,5.0,93.2,181700.0,4800.0,76900.0,51.34,1074.02,207.25,394.02,422.15,2024Q2,2057.0,331.92,300.97
2024,II,Valga maakond,Elamu,14.0,81.1,,,,75.33,,582.44,737.59,605.23,2024Q2,2057.0,331.92,300.97
2024,II,Valga maakond,Suvila,4.0,,,,,,,,,,2024Q2,2057.0,331.92,300.97
2024,II,Viljandi maakond,koretr_10_29.99,7.0,22.7,182500.0,2000.0,38000.0,78.74,1893.94,1362.01,1157.2,621.67,2024Q2,2057.0,331.92,300.97
2024,II,Viljandi maakond,koretr_30_40.99,21.0,37.9,812200.0,6000.0,121200.0,150.0,3302.45,1164.18,1032.39,804.45,2024Q2,2057.0,331.92,300.97
2024,II,Viljandi maakond,koretr_41_54.99,39.0,47.2,1322833.0,500.0,151639.0,11.96,3470.0,414.94,719.62,749.35,2024Q2,2057.0,331.92,300.97
2024,II,Viljandi maakond,koretr_55_69.99,30.0,63.5,1982900.0,11500.0,170000.0,188.22,2876.34,1031.03,1056.71,654.89,2024Q2,2057.0,331.92,300.97
2024,II,Viljandi maakond,koretr_70_249.99,21.0,90.3,1619996.0,4896.0,245000.0,65.63,2088.66,893.04,821.52,523.33,2024Q2,2057.0,331.92,300.97
2024,II,Viljandi maakond,Elamu,42.0,145.0,,,,17.75,,477.43,655.38,674.44,2024Q2,2057.0,331.92,300.97
2024,II,Viljandi maakond,Suvila,11.0,48.3,,,,30.0,,783.7,,970.89,2024Q2,2057.0,331.92,300.97
2024,II,Võru maakond,koretr_10_29.99,7.0,26.8,135000.0,6500.0,35000.0,233.81,1325.76,647.48,722.43,386.63,2024Q2,2057.0,331.92,300.97
2024,II,Võru maakond,koretr_30_40.99,21.0,37.1,416800.0,500.0,42000.0,14.41,1120.0,568.78,536.21,370.29,2024Q2,2057.0,331.92,300.97
2024,II,Võru maakond,koretr_41_54.99,32.0,47.1,846850.0,1000.0,67000.0,19.27,1529.68,512.23,566.29,419.35,2024Q2,2057.0,331.92,300.97
2024,II,Võru maakond,koretr_55_69.99,22.0,61.7,1258500.0,500.0,139000.0,8.14,2256.49,923.49,927.23,517.62,2024Q2,2057.0,331.92,300.97
2024,II,Võru maakond,koretr_70_249.99,9.0,80.1,286410.0,1000.0,90000.0,8.94,1226.16,148.65,429.83,502.97,2024Q2,2057.0,331.92,300.97
2024,II,Võru maakond,Elamu,24.0,111.6,,,,58.14,,493.42,605.9,469.0,2024Q2,2057.0,331.92,300.97
2024,II,Võru maakond,Suvila,7.0,21.0,,,,588.24,,883.92,,540.46,2024Q2,2057.0,331.92,300.97
2024,III,Harju maakond,koretr_10_29.99,221.0,22.4,13820944.0,4578.0,137990.0,170.82,7676.87,2771.08,2842.75,1128.38,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Harju maakond,koretr_30_40.99,438.0,35.4,42236130.0,2500.0,240000.0,61.73,7523.51,2529.97,2721.27,1096.71,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Harju maakond,koretr_41_54.99,866.0,47.4,111314072.0,1.0,350000.0,0.02,6796.12,2557.32,2705.56,1106.34,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Harju maakond,koretr_55_69.99,640.0,62.5,109992277.0,15000.0,445900.0,221.24,7033.12,2628.05,2755.94,1059.92,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Harju maakond,koretr_70_249.99,710.0,95.9,208790529.0,29447.0,1025493.0,264.08,8788.28,3066.54,3120.8,1085.93,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Harju maakond,Elamu,238.0,171.3,,,,40.08,,,,,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Harju maakond,Muu,3.0,,,,,,,,,,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Harju maakond,Suvila,103.0,89.5,,,,14.4,,,,,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Hiiu maakond,koretr_30_40.99,1.0,,,,,,,,,,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Hiiu maakond,koretr_41_54.99,9.0,45.9,343500.0,14000.0,65000.0,269.75,1348.55,941.18,829.37,391.4,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Hiiu maakond,koretr_55_69.99,5.0,60.2,233200.0,39000.0,68000.0,652.57,1129.57,692.04,775.74,199.44,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Hiiu maakond,koretr_70_249.99,2.0,,,,,,,,,,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Hiiu maakond,Elamu,3.0,,,,,,,,,,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Hiiu maakond,Suvila,2.0,,,,,,,,,,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Ida-Viru maakond,koretr_10_29.99,74.0,27.2,737328.0,500.0,29900.0,18.25,1095.24,339.57,366.87,261.7,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Ida-Viru maakond,koretr_30_40.99,218.0,36.1,2526553.0,1.0,59800.0,0.03,1862.93,257.9,319.97,284.33,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Ida-Viru maakond,koretr_41_54.99,224.0,47.9,3786459.0,200.0,194000.0,4.8,3759.69,251.2,349.57,367.64,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Ida-Viru maakond,koretr_55_69.99,98.0,61.3,2416863.0,300.0,105000.0,4.76,1732.67,321.21,399.18,347.12,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Ida-Viru maakond,koretr_70_249.99,29.0,82.6,1477358.0,850.0,337000.0,10.88,3639.31,374.49,580.94,742.14,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Ida-Viru maakond,Elamu,39.0,101.5,,,,43.38,,507.98,611.55,478.2,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Ida-Viru maakond,Suvila,53.0,48.3,,10.0,,0.41,,291.26,404.0,358.91,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Jõgeva maakond,koretr_10_29.99,1.0,,,,,,,,,,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Jõgeva maakond,koretr_30_40.99,12.0,,,,,,,,,,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Jõgeva maakond,koretr_41_54.99,26.0,47.7,524790.0,2000.0,42000.0,41.15,921.66,427.7,427.91,278.38,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Jõgeva maakond,koretr_55_69.99,19.0,63.5,533500.0,3200.0,57000.0,51.61,907.64,408.76,442.07,244.49,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Jõgeva maakond,koretr_70_249.99,12.0,76.5,472400.0,5000.0,74000.0,64.52,894.8,580.78,514.93,299.01,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Jõgeva maakond,Elamu,35.0,137.2,,,,32.05,,322.58,449.8,408.29,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Jõgeva maakond,Suvila,4.0,,,,,,,,,,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Järva maakond,koretr_10_29.99,5.0,27.5,95450.0,1500.0,26000.0,50.85,945.45,864.62,704.23,373.4,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Järva maakond,koretr_30_40.99,23.0,36.9,483206.0,1.0,53500.0,0.03,1334.16,487.42,565.66,443.02,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Järva maakond,koretr_41_54.99,34.0,47.4,911450.0,1000.0,86000.0,19.76,1566.48,559.18,558.57,409.99,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Järva maakond,koretr_55_69.99,28.0,64.0,925424.0,1024.0,101300.0,15.68,1749.57,455.21,525.17,397.24,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Järva maakond,koretr_70_249.99,15.0,80.2,527100.0,200.0,115000.0,2.68,1144.28,407.18,428.65,334.39,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Järva maakond,Elamu,24.0,134.4,,,,17.21,,380.32,464.31,394.93,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Järva maakond,Suvila,1.0,,,,,,,,,,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Lääne maakond,koretr_10_29.99,3.0,,,,,,,,,,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Lääne maakond,koretr_30_40.99,17.0,35.5,770400.0,2500.0,113100.0,67.93,3437.69,1229.06,1295.86,755.87,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Lääne maakond,koretr_41_54.99,23.0,47.0,1464820.0,1300.0,243000.0,23.68,5137.42,1050.42,1374.54,1427.84,2024Q3,2020.6666666666667,330.25,302.0
2024,III,Lääne maakond,koretr_55_69.99,21.0,63.7,1359800.0,500.0,155000.0,7.24,2233.43,990.1,1021.5,589.26,2024Q3,2020.6666666666667,330.25,302.0
